Trial,time,PositionX,PositionY,PositionZ,frameDiff,
1,8.840013,-3.329804,1.371096,10,0.2360942,
1,8.860013,-3.440974,1.270514,10,0.2133995,
1,8.880013,-3.499206,1.1964,10,0.1671539,
1,8.900014,-3.562732,1.08523,10,0.1169442,
1,8.920014,-3.594495,1.005823,10,,
1,8.940015,-3.605082,0.8893597,10,0.05701594,
1,8.960015,-3.5892,0.8099526,10,,
1,8.980016,-3.525675,0.6881946,10,0.07869848,
1,9.000016,-3.456856,0.6140816,10,0.1227888,
1,9.020017,-3.319217,0.4976177,10,0.1490749,
1,9.040017,-3.186871,0.4023296,10,,
1,9.060018,-2.959238,0.2593964,10,0.146036,
1,9.080018,-2.789836,0.1746958,10,0.1564144,
1,9.100019,-2.609847,0.0794071,10,0.2322047,
1,9.120019,-2.329275,-0.05823195,10,0.1785827,
1,9.140019,-2.080466,-0.2011648,10,,
1,9.16002,-1.916357,-0.3070408,10,0.09380671,
1,9.18002,-1.709899,-0.465855,10,0.05823201,
1,9.200021,-1.582848,-0.5770248,10,,
1,9.220021,-1.424033,-0.7411328,10,0.04880659,
1,9.240022,-1.334039,-0.8523029,10,,
1,9.260022,-1.249337,-1.016411,10,0.147468,
1,9.280023,-1.212282,-1.132874,10,0.2186549,
1,9.300023,-1.1964,-1.291688,10,,
1,9.320024,-1.1964,-1.392271,10,0.3225315,
1,9.340024,-1.238751,-1.519322,10,,
1,9.360024,-1.291689,-1.604023,10,0.4968858,
1,9.380025,-1.39227,-1.699311,10,,
1,9.400025,-1.482266,-1.75225,10,0.7232589,
1,9.420026,-1.630492,-1.821069,10,0.8803643,
1,9.440026,-1.736369,-1.852832,10,0.9687666,
1,9.460027,-1.916357,-1.884595,10,1.096533,
1,9.480027,-2.048703,-1.895182,10,1.160998,
1,9.500028,-2.28163,-1.900476,10,1.231991,
1,9.520028,-2.445739,-1.900476,10,1.264821,
1,9.540029,-2.68396,-1.900476,10,1.294171,
1,9.560029,-2.83748,-1.900476,10,1.288528,
1,9.580029,-3.075701,-1.900476,10,1.267532,
1,9.60003,-3.218634,-1.911064,10,1.238797,
1,9.62003,-3.398624,-1.937533,10,1.148403,
1,9.640031,-3.515088,-1.969296,10,1.097658,
1,9.660031,-3.673902,-2.038115,10,1.016439,
1,9.680032,-3.753309,-2.091053,10,0.932627,
1,9.700032,-3.853891,-2.175754,10,0.7817826,
1,9.720033,-3.917417,-2.244574,10,0.6730629,
1,9.740033,-3.965061,-2.318687,10,0.4858776,
1,9.760034,-4.017999,-2.440445,10,0.4376921,
1,9.780034,-4.055056,-2.567496,10,0.3978466,
1,9.800035,-4.065643,-2.662785,10,0.4504715,
1,9.820035,-4.065643,-2.752779,10,0.5206535,
1,9.840035,-4.055056,-2.885124,10,0.6441073,
1,9.860036,-4.012705,-3.017469,10,0.7390503,
1,9.880036,-3.965061,-3.118052,10,0.803212,
1,9.900037,-3.885654,-3.260985,10,0.8714873,
1,9.920037,-3.827422,-3.340392,10,0.8797922,
1,9.940038,-3.721546,-3.462149,10,0.881462,
1,9.960038,-3.642139,-3.541556,10,0.8515783,
1,9.980039,-3.552144,-3.620963,10,0.7367716,
1,10.00004,-3.39333,-3.742721,10,0.7490503,
1,10.02004,-3.276866,-3.81154,10,0.6028426,
1,10.04004,-3.10217,-3.906829,10,0.6159961,
1,10.06004,-2.964532,-3.975649,10,0.5317057,
1,10.08004,-2.72631,-4.076231,10,0.5700859,
1,10.10004,-2.477501,-4.160932,10,0.5741772,
1,10.12004,-2.3081,-4.21387,10,0.6086954,
1,10.14004,-2.133404,-4.266808,10,,
1,10.16004,-1.889889,-4.346215,10,0.6976985,
1,10.18004,-1.646373,-4.404447,10,0.7372662,
1,10.20004,-1.487559,-4.43621,10,,
1,10.22004,-1.2811,-4.47856,10,0.7820689,
1,10.24004,-1.148756,-4.494441,10,,
1,10.26005,-0.9740607,-4.515617,10,0.7973285,
1,10.28005,-0.8681837,-4.531498,10,,
1,10.30005,-0.7676017,-4.542086,10,,
1,10.32005,-0.6405505,-4.563261,10,0.8190527,
1,10.34005,-0.5134993,-4.579143,10,,
1,10.36005,-0.4393853,-4.595024,10,0.8332831,
1,10.38005,-0.344097,-4.605611,10,,
1,10.40005,-0.2805711,-4.610906,10,0.8308749,
1,10.42005,-0.2064583,-4.610906,10,0.8093293,
1,10.44005,-0.1799897,-4.610906,10,0.7778295,
1,10.46005,-0.169401,-4.600317,10,0.7291822,
1,10.48005,-0.169401,-4.579143,10,0.6374584,
1,10.50005,-0.169401,-4.557967,10,0.5506071,
1,10.52005,-0.1905771,-4.510323,10,0.3743287,
1,10.54005,-0.2117521,-4.452091,10,0.2479625,
1,10.56005,-0.2170452,-4.415034,10,,
1,10.58005,-0.2223401,-4.372684,10,,
1,10.60005,-0.2223401,-4.314452,10,,
1,10.62005,-0.2223401,-4.250926,10,,
1,10.64005,-0.2064583,-4.21387,10,,
1,10.66005,-0.1746954,-4.166226,10,,
1,10.68005,-0.142933,-4.134463,10,,
1,10.70006,-0.1058757,-4.1027,10,,
1,10.72006,-0.0423498,-4.076231,10,,
1,10.74006,0.02117611,-4.060349,10,,
1,10.76006,0.06352592,-4.060349,10,,
1,10.78006,0.1164644,-4.081524,10,,
1,10.80006,0.1482267,-4.1027,10,,
1,10.82006,0.1694016,-4.134463,10,,
1,10.84006,0.1852828,-4.197989,10,,
1,10.86006,0.1852828,-4.272101,10,,
1,10.88006,0.1746954,-4.319746,10,,
1,10.90006,0.1482267,-4.36739,10,,
1,10.92006,0.08470203,-4.43621,10,,
1,10.94006,0.005294937,-4.494441,10,,
1,10.96006,-0.05293786,-4.526204,10,,
1,10.98006,-0.1588142,-4.568555,10,,
1,11.00006,-0.2382213,-4.58973,10,,
1,11.02006,-0.3705662,-4.605611,10,0.3761942,
1,11.04006,-0.4764426,-4.605611,10,0.3852844,
1,11.06006,-0.6352568,-4.605611,10,,
1,11.08006,-0.7570137,-4.595024,10,,
1,11.10006,-0.9317091,-4.568555,10,0.3893378,
1,11.12006,-1.048173,-4.536792,10,,
1,11.14007,-1.16993,-4.505029,10,0.39349,
1,11.16007,-1.334039,-4.425622,10,,
1,11.18007,-1.487559,-4.340921,10,0.3482667,
1,11.20007,-1.577554,-4.266808,10,,
1,11.22007,-1.667549,-4.192694,10,0.2966889,
1,11.24007,-1.805187,-4.055056,10,,
1,11.26007,-1.895183,-3.954473,10,0.2193566,
1,11.28007,-2.011646,-3.806247,10,,
1,11.30007,-2.122816,-3.652726,10,0.0973255,
1,11.32007,-2.191636,-3.552144,10,,
1,11.34007,-2.297512,-3.39333,10,0.005292892,
1,11.36007,-2.366332,-3.292748,10,0.09107755,
1,11.38007,-2.472207,-3.149815,10,,
1,11.40007,-2.546321,-3.049232,10,0.07634874,
1,11.42007,-2.652197,-2.916887,10,0.08063293,
1,11.44007,-2.721017,-2.832187,10,,
1,11.46007,-2.821599,-2.705135,10,0.1336098,
1,11.48007,-2.885125,-2.61514,10,,
1,11.50007,-2.959238,-2.482795,10,0.2067302,
1,11.52007,-3.006882,-2.382213,10,,
1,11.54007,-3.033351,-2.292218,10,,
1,11.56007,-3.05982,-2.138698,10,0.3316559,
1,11.58008,-3.054526,-1.995765,10,,
1,11.60008,-3.033351,-1.900476,10,0.386738,
1,11.62008,-2.980413,-1.762837,10,,
1,11.64008,-2.927475,-1.672843,10,0.416868,
1,11.66008,-2.83748,-1.561672,10,,
1,11.68008,-2.763367,-1.492853,10,0.3789785,
1,11.70008,-2.636315,-1.408153,10,,
1,11.72008,-2.546321,-1.360508,10,,
1,11.74008,-2.398094,-1.30757,10,0.232084,
1,11.76008,-2.297512,-1.281101,10,,
1,11.78008,-2.143991,-1.259926,10,0.1136626,
1,11.80008,-2.032821,-1.254632,10,,
1,11.82008,-1.868713,-1.249338,10,0.06035836,
1,11.84008,-1.757543,-1.249338,10,,
1,11.86008,-1.582848,-1.249338,10,0.1556963,
1,11.88008,-1.471678,-1.23875,10,,
1,11.90008,-1.318158,-1.222869,10,0.2440321,
1,11.92008,-1.212282,-1.201694,10,,
1,11.94008,-1.079936,-1.148756,10,0.2360936,
1,11.96008,-1.011116,-1.106405,10,,
1,11.98008,-0.9264159,-1.032292,10,0.1855851,
1,12.00008,-0.8840649,-0.9793541,10,,
1,12.02009,-0.8575969,-0.9158283,10,,
1,12.04009,-0.8364208,-0.8205399,10,0.04365316,
1,12.06009,-0.8364208,-0.7464266,10,,
1,12.08009,-0.8470088,-0.6352568,10,,
1,12.10009,-0.8840649,-0.5187929,10,,
1,12.12009,-0.9264159,-0.4393858,10,,
1,12.14009,-1.011116,-0.3176284,10,,
1,12.16009,-1.090523,-0.2329275,10,,
1,12.18009,-1.228163,-0.1164636,10,,
1,12.20009,-1.339333,-0.04235059,10,,
1,12.22009,-1.524616,0.04764438,10,,
1,12.24009,-1.68343,0.1058763,10,,
1,12.26009,-1.842244,0.1588142,10,,
1,12.28009,-2.08576,0.2382213,10,,
1,12.30009,-2.255162,0.2911592,10,,
1,12.32009,-2.509264,0.3440976,10,2.042985,
1,12.34009,-2.752779,0.3917414,10,0.4938862,
1,12.36009,-2.911593,0.4182106,10,0.3934904,
1,12.38009,-3.05982,0.4446799,10,0.3623455,
1,12.40009,-3.271572,0.4764426,10,0.3548432,
1,12.42009,-3.472737,0.4976177,10,0.3724143,
1,12.44009,-3.599789,0.4976177,10,0.3839741,
1,12.4601,-3.721546,0.4976177,10,,
1,12.4801,-3.88036,0.4976177,10,0.3865929,
1,12.5001,-4.028586,0.4976177,10,,
1,12.5201,-4.113288,0.4870301,10,0.418512,
1,12.5401,-4.224457,0.4552674,10,,
1,12.5601,-4.293277,0.4182106,10,,
1,12.5801,-4.393859,0.3493911,10,0.3549615,
1,12.6001,-4.452091,0.3017467,10,,
1,12.6201,-4.526205,0.2170461,10,0.2870885,
1,12.6401,-4.557968,0.1535201,10,,
1,12.6601,-4.579142,0.08999467,10,,
1,12.6801,-4.58973,-0.005293787,10,,
1,12.7001,-4.58973,-0.1005822,10,0.03743283,
1,12.7201,-4.573849,-0.164108,10,,
1,12.7401,-4.536792,-0.2593964,10,,
1,12.7601,-4.499735,-0.328216,10,,
1,12.7801,-4.43621,-0.4182106,10,,
1,12.8001,-4.388566,-0.4817364,10,,
1,12.8201,-4.32504,-0.5770248,10,,
1,12.8401,-4.28269,-0.6352568,10,,
1,12.8601,-4.21387,-0.735839,10,,
1,12.88011,-4.171519,-0.7993647,10,,
1,12.90011,-4.107994,-0.9105346,10,,
1,12.92011,-4.055056,-0.9899414,10,,
1,12.94011,-3.975648,-1.106405,10,,
1,12.96011,-3.906829,-1.191106,10,,
1,12.98011,-3.79566,-1.328745,10,,
1,13.00011,-3.716252,-1.41874,10,,
1,13.02011,-3.583907,-1.551085,10,,
1,13.04011,-3.483325,-1.641079,10,,
1,13.06011,-3.329804,-1.762837,10,2.004544,
1,13.08011,-3.218634,-1.836951,10,1.257231,
1,13.10011,-3.049233,-1.937533,10,1.453947,
1,13.12011,-2.938063,-1.990471,10,1.576985,
1,13.14011,-2.752779,-2.069878,10,1.778041,
1,13.16011,-2.636315,-2.112228,10,1.685032,
1,13.18011,-2.456326,-2.154579,10,0.6195562,
1,13.20011,-2.329275,-2.181048,10,0.4648922,
1,13.22011,-2.170461,-2.196929,10,0.4355748,
1,13.24011,-2.075172,-2.202224,10,,
1,13.26011,-1.94812,-2.207517,10,0.4718921,
1,13.28011,-1.879301,-2.207517,10,,
1,13.30011,-1.821069,-2.207517,10,,
1,13.32012,-1.810482,-2.207517,10,,
1,13.34012,-1.810482,-2.196929,10,,
1,13.36012,-1.826363,-2.181048,10,,
1,13.38012,-1.858126,-2.154579,10,,
1,13.40012,-1.889889,-2.12811,10,,
1,13.42012,-1.942827,-2.091053,10,,
1,13.44012,-1.985177,-2.069878,10,,
1,13.46012,-2.027527,-2.048703,10,,
1,13.48012,-2.075172,-2.027528,10,,
1,13.50012,-2.101641,-2.011646,10,,
1,13.52012,-2.106935,-2.001059,10,,
1,13.54012,-2.106935,-1.990471,10,,
1,13.56012,-2.106935,-1.979884,10,,
1,13.58012,-2.106935,-1.969296,10,,
1,13.60012,-2.106935,-1.964002,10,,
1,13.62012,-2.101641,-1.964002,10,,
1,13.64012,-2.091054,-1.964002,10,,
1,13.66012,-2.080466,-1.964002,10,,
1,13.68012,-2.069878,-1.964002,10,,
1,13.70012,-2.038115,-1.969296,10,,
1,13.72012,-2.006353,-1.985177,10,,
1,13.74012,-1.964001,-1.995765,10,,
1,13.76013,-1.884594,-2.022233,10,,
1,13.78013,-1.826363,-2.038115,10,,
1,13.80013,-1.736369,-2.064584,10,,
1,13.82013,-1.625199,-2.091053,10,0.4163305,
1,13.84013,-1.545792,-2.106935,10,,
1,13.86013,-1.471678,-2.117522,10,,
1,13.88013,-1.334039,-2.138698,10,0.5638584,
1,13.90013,-1.185812,-2.143991,10,,
1,13.92013,-1.079936,-2.133404,10,,
1,13.94013,-0.9158279,-2.080466,10,0.70525,
1,13.96013,-0.8152465,-2.022233,10,,
1,13.98013,-0.7146639,-1.895182,10,0.7188666,
1,14.00013,-0.6829009,-1.7946,10,,
1,14.02013,-0.6881946,-1.68343,10,,
1,14.04013,-0.7676017,-1.524616,10,,
1,14.06013,-0.9158279,-1.381683,10,0.3099481,
1,14.08013,-1.048173,-1.323451,10,,
1,14.10013,-1.30757,-1.275807,10,0.0236748,
1,14.12013,-1.487559,-1.281101,10,0.1218717,
1,14.14013,-1.75225,-1.339333,10,0.231237,
1,14.16013,-1.921651,-1.424034,10,0.2703989,
1,14.18013,-2.133404,-1.577554,10,0.2896166,
1,14.20014,-2.244574,-1.704605,10,0.274514,
1,14.22014,-2.334569,-1.921651,10,0.2407955,
1,14.24014,-2.361037,-2.080466,10,0.2212027,
1,14.26014,-2.366332,-2.313393,10,0.2003975,
1,14.28014,-2.334569,-2.477501,10,0.1961559,
1,14.30014,-2.28163,-2.636315,10,0.09761277,
1,14.32014,-2.196929,-2.853361,10,0.1297792,
1,14.34014,-2.143991,-2.975119,10,0.1433241,
1,14.36014,-2.038115,-3.149815,10,,
1,14.38014,-1.932239,-3.319216,10,0.2154911,
1,14.40014,-1.852832,-3.430386,10,,
1,14.42014,-1.731075,-3.5892,10,0.3157261,
1,14.44014,-1.646373,-3.695077,10,,
1,14.46014,-1.508735,-3.843303,10,0.4532309,
1,14.48014,-1.408152,-3.928005,10,,
1,14.50014,-1.254632,-4.03388,10,0.5701594,
1,14.52014,-1.148756,-4.092112,10,,
1,14.54014,-0.9740607,-4.155638,10,,
1,14.56014,-0.852302,-4.176813,10,0.5984809,
1,14.58014,-0.6881946,-4.187401,10,,
1,14.60014,-0.5770252,-4.187401,10,,
1,14.62014,-0.4711483,-4.187401,10,0.5709704,
1,14.64015,-0.3123341,-4.160932,10,,
1,14.66015,-0.1482267,-4.113287,10,0.4893831,
1,14.68015,-0.04764413,-4.081524,10,,
1,14.70015,0.1111694,-4.017999,10,,
1,14.72015,0.2223401,-3.965061,10,0.3883293,
1,14.74015,0.386448,-3.885653,10,,
1,14.76015,0.5082049,-3.832716,10,,
1,14.78015,0.6987827,-3.753309,10,0.1785831,
1,14.80015,0.8152459,-3.70037,10,,
1,14.82015,0.9952362,-3.620963,10,0.1349661,
1,14.84015,1.116993,-3.562732,10,,
1,14.86015,1.296982,-3.467443,10,0.07940626,
1,14.88015,1.408153,-3.398623,10,,
1,14.90015,1.572261,-3.276866,10,0.04492062,
1,14.92015,1.678136,-3.17099,10,0.03743191,
1,14.94015,1.762837,-3.017469,10,0.1058755,
1,14.96015,1.773425,-2.916887,10,,
1,14.98015,1.768131,-2.758073,10,0.1841447,
1,15.00015,1.720487,-2.652197,10,,
1,15.02015,1.64108,-2.488089,10,0.4006898,
1,15.04015,1.582848,-2.376919,10,0.479988,
1,15.06015,1.48756,-2.202224,10,0.5612429,
1,15.08016,1.424034,-2.075172,10,0.5842637,
1,15.10016,1.328746,-1.863419,10,0.5877075,
1,15.12016,1.275807,-1.720487,10,0.5648769,
1,15.14016,1.1964,-1.476972,10,0.5024932,
1,15.16016,1.143462,-1.318157,10,0.4507517,
1,15.18016,1.074643,-1.08523,10,0.3716988,
1,15.20016,1.053467,-0.9370035,10,0.3130521,
1,15.22016,1.048173,-0.7146639,10,0.2655354,
1,15.24016,1.053467,-0.571731,10,,
1,15.26016,1.095818,-0.3811541,10,0.2154908,
1,15.28016,1.138168,-0.269984,10,0.2344272,
1,15.30016,1.206988,-0.164108,10,,
1,15.32016,1.328746,-0.02117515,10,0.2257176,
1,15.34016,1.46109,0.08470118,10,,
1,15.36016,1.551086,0.137639,10,0.2629905,
1,15.38016,1.688724,0.195871,10,,
1,15.40016,1.789307,0.2170461,10,0.2370416,
1,15.42016,1.932239,0.2276337,10,,
1,15.44016,2.027529,0.2276337,10,,
1,15.46016,2.186343,0.195871,10,0.1208333,
1,15.48016,2.276337,0.1694018,10,,
1,15.50016,2.3928,0.1111698,10,0.1116738,
1,15.52017,2.424564,0.05823195,10,,
1,15.54017,2.435151,0.005294085,10,,
1,15.56017,2.435151,-0.005293787,10,,
1,15.58017,2.435151,-0.005293787,10,,
1,15.60017,2.435151,-0.005293787,10,,
1,15.62017,2.435151,-0.005293787,10,,
1,15.64017,2.435151,-0.005293787,10,,
1,15.66017,2.435151,-0.005293787,10,,
1,15.68017,2.435151,-0.005293787,10,,
1,15.70017,2.435151,-0.005293787,10,,
1,15.72017,2.435151,-0.005293787,10,,
1,15.74017,2.435151,-0.005293787,10,,
1,15.76017,2.435151,-0.005293787,10,,
1,15.78017,2.435151,-0.005293787,10,,
1,15.80017,2.435151,-0.005293787,10,,
1,15.82017,2.435151,-0.005293787,10,,
1,15.84017,2.424564,-0.02646893,10,,
1,15.86017,2.578083,-0.02117515,10,,
1,15.88017,2.689254,-0.02117515,10,,
1,15.90017,2.869243,-0.01058757,10,0.1486042,
1,15.92017,2.991001,-0.01058757,10,,
1,15.94018,3.176284,-0.01588136,10,0.1543396,
1,15.96018,3.30863,-0.03176272,10,,
1,15.98018,3.499206,-0.06881952,10,0.2231578,
1,16.00018,3.631552,-0.1005822,10,,
1,16.02018,3.827422,-0.137639,10,0.2771045,
1,16.04018,3.954474,-0.1746956,10,,
1,16.06018,4.166225,-0.2170461,10,0.3483477,
1,16.08018,4.303864,-0.2435151,10,,
1,16.10018,4.536792,-0.2805719,10,0.3758979,
1,16.12018,4.690312,-0.2964532,10,,
1,16.14018,4.933827,-0.3229222,10,0.3811909,
1,16.16018,5.082054,-0.3335097,10,0.3698096,
1,16.18018,5.230281,-0.3440973,10,,
1,16.20018,5.436738,-0.3652728,10,0.3376854,
1,16.22018,5.56379,-0.3758603,10,0.3316563,
1,16.24018,5.727898,-0.3917417,10,,
1,16.26018,5.876125,-0.4182106,10,0.2930777,
1,16.28018,5.955532,-0.434092,10,,
1,16.30018,6.066701,-0.4605612,10,0.2734908,
1,16.32018,6.124935,-0.4817364,10,0.277406,
1,16.34018,6.209635,-0.5134991,10,0.2471702,
1,16.36018,6.262573,-0.5399683,10,,
1,16.38018,6.315513,-0.5664372,10,0.2033816,
1,16.40018,6.405506,-0.603494,10,0.1538862,
1,16.42019,6.490208,-0.6246692,10,0.1140311,
1,16.44019,6.548438,-0.6352568,10,,
1,16.46019,6.633141,-0.6405506,10,0.02646933,
1,16.48019,6.680785,-0.6405506,10,,
1,16.50019,6.744311,-0.6405506,10,0.0264695,
1,16.52019,6.781365,-0.6352568,10,0.03853925,
1,16.54019,6.823718,-0.6193754,10,0.06035856,
1,16.56019,6.844892,-0.6087878,10,,
1,16.58019,6.871363,-0.5876124,10,0.09061523,
1,16.60019,6.887244,-0.571731,10,,
1,16.62019,6.908417,-0.5452621,10,0.1239251,
1,16.64019,6.924298,-0.5293807,10,,
1,16.66019,6.934887,-0.5134991,10,,
1,16.68019,6.961356,-0.4870301,10,0.1643638,
1,16.70019,6.987824,-0.4499736,10,0.1879861,
1,16.72019,7.008999,-0.434092,10,,
1,16.74019,7.046058,-0.4076231,10,0.204274,
1,16.76019,7.072525,-0.3970355,10,,
1,16.78019,7.083113,-0.3917417,10,,
1,16.80019,7.083113,-0.3917417,10,,
1,16.82019,7.083113,-0.3917417,10,,
1,16.84019,7.083113,-0.3917417,10,,
1,16.8602,7.083113,-0.3917417,10,,
1,16.8802,7.083113,-0.3917417,10,,
1,16.9002,7.083113,-0.3917417,10,,
1,16.9202,7.083113,-0.3917417,10,,
1,16.9402,7.083113,-0.3917417,10,,
1,16.9602,7.083113,-0.3917417,10,,
1,16.9802,7.083113,-0.3917417,10,,
1,17.0002,7.083113,-0.3917417,10,,
1,17.0202,7.083113,-0.3917417,10,,
1,17.0402,7.083113,-0.3917417,10,,
1,17.0602,7.109584,-0.3864479,10,0.1992742,
1,17.0802,7.157228,-0.3705665,10,,
1,17.1002,7.210165,-0.3546849,10,0.1707205,
1,17.1202,7.273691,-0.3335097,10,0.1538844,
1,17.1402,7.342509,-0.3176284,10,0.1281495,
1,17.1602,7.379568,-0.3123346,10,,
1,17.1802,7.432505,-0.301747,10,0.09365638,
1,17.2002,7.469561,-0.301747,10,,
1,17.2202,7.517206,-0.2964532,10,0.04491887,
1,17.2402,7.554263,-0.2911595,10,,
1,17.2602,7.586026,-0.2858657,10,0.038538,
1,17.2802,7.63367,-0.2752778,10,,
1,17.30021,7.681314,-0.269984,10,0.03086788,
1,17.32021,7.718369,-0.2646902,10,,
1,17.34021,7.750133,-0.2541026,10,0.06396586,
1,17.36021,7.792484,-0.2488089,10,,
1,17.38021,7.845421,-0.2329275,10,0.1091333,
1,17.40021,7.882477,-0.2223399,10,0.1323454,
1,17.42021,7.935417,-0.2011648,10,,
1,17.44021,7.972472,-0.1905769,10,0.180688,0.359228006
